"Title","Year","Length","Budget","Rating","Votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"Dark Dancer, The",1995,98,-1,2.5,89,34.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Dark Descent",2002,96,-1,2.9,75,24.5,24.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Dark Harbor",1998,96,-1,4.9,322,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Dark Heaven",2002,87,80000,2.4,47,44.5,14.5,4.5,0,0,4.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Dark Planet",1996,99,-1,3.3,155,24.5,14.5,14.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Dark Secrets",1998,91,-1,3.2,43,4.5,14.5,4.5,4.5,14.5,4.5,14.5,4.5,4.5,24.5,"R",0,0,0,1,0,0,0
"Darkdrive",1996,88,-1,2.8,75,24.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,0,4.5,"R",1,0,0,0,0,0,0
"Darkening, The",1995,80,-1,4.5,13,4.5,14.5,34.5,0,14.5,14.5,0,0,14.5,0,"PG-13",0,0,0,0,0,0,0
"Darkness Falling",2002,85,-1,3.9,49,14.5,4.5,14.5,24.5,4.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Darkness Falls",1999,90,-1,5.5,112,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Darkness Falls",2003,86,1.1e+07,4.5,4928,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,0,0,0,0,0
"Dawn of the Dead",2004,109,2.8e+07,7.4,16283,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"R",1,0,0,1,0,0,0
"Day After Tomorrow, The",2004,124,1.25e+08,6.3,23749,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0
"Day Without a Mexican, A",2004,100,1500000,5,561,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,1,1,0,0,0
"Day of Defense",2003,102,5e+05,3,8,45.5,0,24.5,0,0,0,0,0,0,24.5,"PG",0,0,0,1,0,0,0
"Day of the Warrior",1996,96,-1,3.1,130,24.5,14.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,24.5,"R",1,0,0,0,0,0,0
"Day with the Meatball, A",2002,2,-1,5.7,30,4.5,0,0,4.5,14.5,24.5,4.5,14.5,4.5,24.5,"PG",0,0,1,0,0,0,1
"Daylight",1996,110,8e+07,5.4,6979,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0
"Daytrippers, The",1996,87,-1,6.9,1300,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,1,0,0,0
"De-Lovely",2004,125,-1,6.7,2039,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"PG-13",0,0,0,1,0,1,0
"Dead & Breakfast",2004,88,-1,5.8,135,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,24.5,"R",0,0,1,0,0,0,0
"Dead Babies",2000,100,1e+06,4.3,172,14.5,4.5,4.5,14.5,14.5,4.5,14.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Dead Beat",1994,93,-1,4.9,66,4.5,0,4.5,4.5,24.5,4.5,4.5,14.5,14.5,14.5,"R",0,0,0,0,0,0,0
"Dead Birds",2004,91,-1,5.9,421,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Dead Cold",1995,91,-1,4.7,64,4.5,4.5,14.5,4.5,24.5,14.5,4.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Dead Easy",2004,97,-1,2.7,18,4.5,14.5,14.5,4.5,0,4.5,0,34.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Dead Funny",1994,96,-1,4.3,119,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Dead Hate the Living!, The",2000,90,150000,4.3,496,24.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Dead Innocent",1996,91,-1,5.5,64,4.5,4.5,4.5,14.5,14.5,14.5,24.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Dead Man Walking",1995,122,1.1e+07,7.6,16177,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Dead Man on Campus",1998,96,1.4e+07,5.4,2829,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Dead Man's Curve",1998,90,1e+06,5.7,1241,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Dead Men Can't Dance",1997,97,-1,4.4,179,14.5,4.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,24.5,"R",1,0,0,1,0,0,0
"Dead Presidents",1995,119,1.5e+07,6.3,2641,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Dead Tides",1997,100,-1,4.9,99,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,24.5,"R",1,0,0,1,0,0,0
"Dead in the Water",2002,90,-1,4.8,225,14.5,4.5,4.5,14.5,14.5,24.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Dead of Night",1996,95,-1,4.4,54,4.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Dead or Alive: Hanzaisha",1999,105,-1,6.9,1260,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",1,0,0,0,0,0,0
"Deadly Advice",1993,91,-1,6.1,85,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,4.5,"R",0,0,1,1,0,0,0
"Deadly Charades",1996,92,-1,3.3,11,4.5,4.5,4.5,44.5,0,4.5,0,0,0,14.5,"R",0,0,0,0,0,0,0
"Deadly Heroes",1994,105,-1,2.5,97,45.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Deadly Little Secrets",2001,92,-1,4.2,62,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Deadly Outbreak",1995,87,-1,3.6,105,14.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Deadly Ransom",1997,92,-1,1.6,29,45.5,14.5,0,0,4.5,0,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Deadly Rhapsody",2001,95,-1,2.7,16,45.5,0,4.5,0,14.5,0,0,0,0,24.5,"R",0,0,0,0,0,0,0
"Deadly Sins",1995,98,-1,4.1,173,4.5,4.5,14.5,14.5,4.5,14.5,4.5,4.5,4.5,24.5,"R",0,0,0,1,0,0,0
"Deal of a Lifetime",1999,94,-1,4.2,136,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG",0,0,1,0,0,1,0
"Dear Frankie",2004,105,-1,8.4,880,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,44.5,"PG-13",0,0,0,1,0,0,0
"Dear God",1996,112,-1,4.9,911,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"Death 4 Told",2004,96,85000,1.7,45,24.5,14.5,4.5,0,4.5,0,14.5,24.5,14.5,14.5,"R",0,0,0,0,0,0,0
"Death Machine",1995,120,-1,5.2,453,4.5,4.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Death Valley: The Revenge of Bloody Bill",2004,88,-1,4,69,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Death Wish Club",1983,85,-1,1.9,20,34.5,14.5,0,14.5,14.5,0,0,0,0,34.5,"R",0,0,0,0,0,0,0
"Death to Smoochy",2002,109,5.5e+07,6.3,8003,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Deathwatch",2002,94,-1,5.6,1295,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Decade Under the Influence, A",2003,108,-1,7,311,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,0,1,0,0
"Deceiver",1997,101,-1,6.4,1486,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Deconstructing Harry",1997,96,2e+07,7.1,7342,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,0,0
"Decoy",1995,98,-1,4.6,118,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Decoys",2004,95,5e+06,4.2,580,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Deep Blue Sea",1999,105,7.8e+07,5.5,17666,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Deep Core",2000,80,-1,3.3,257,14.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0
"Deep Down",1994,85,-1,3.5,43,4.5,14.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Deep End of the Ocean, The",1999,106,4e+07,5.9,2890,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Deep End, The",2001,101,3e+06,6.8,3524,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0
"Deep Impact",1998,120,7.5e+07,5.9,22684,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Deep Rising",1998,97,4.5e+07,5.4,4626,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Defender, The",2004,90,6e+06,6.3,58,14.5,4.5,4.5,4.5,0,14.5,4.5,14.5,14.5,34.5,"R",1,0,0,0,0,0,0
"Defiance",2002,72,-1,3.4,23,44.5,4.5,4.5,4.5,0,4.5,14.5,0,0,14.5,"R",0,0,0,0,0,0,0
"Dei seung chui keung",2001,89,-1,4.9,17,0,0,24.5,0,14.5,14.5,14.5,14.5,14.5,14.5,"PG-13",1,0,0,0,0,0,0
"Deliver Us from Eva",2003,105,-1,5.8,786,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,14.5,"R",0,0,1,0,0,1,0
"Delivered",1998,93,1e+06,5.1,73,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Delivering Milo",2001,94,-1,4.9,201,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"PG",0,0,1,0,0,0,0
"Dellamorte Dellamore",1994,105,4e+06,7.3,2313,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"R",0,0,1,0,0,1,0
"Delta Force One: The Lost Patrol",1999,93,-1,3.1,57,24.5,14.5,4.5,14.5,4.5,0,4.5,4.5,4.5,24.5,"R",1,0,0,0,0,0,0
"Delta of Venus",1995,95,-1,4.8,312,4.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,24.5,"NC-17",0,0,0,1,0,0,0
"Demolition High",1996,84,-1,3.7,187,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Demolitionist, The",1995,100,1e+06,4.1,238,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Demon Island",2002,85,-1,2.7,465,34.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Demonlover",2002,117,-1,5.6,829,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Denise Calls Up",1995,80,-1,6.8,493,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,1,0,0,0,0
"Dennis the Menace",1993,94,-1,4.8,3579,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"Dentist II, The",1998,100,1800000,4.1,401,14.5,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Dentist, The",1996,92,-1,4.7,1026,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Derailed",2002,89,1.8e+07,3.4,1075,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,"R",1,0,0,0,0,0,0
"Desert Blue",1998,90,-1,6.2,677,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Desert Blues",1995,90,-1,2.3,8,24.5,0,14.5,0,0,0,14.5,14.5,0,34.5,"R",0,0,1,0,0,0,0
"Desert Saints",2002,91,-1,6.1,554,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Desesperados, Los",1969,105,-1,5.6,27,0,0,14.5,4.5,24.5,4.5,4.5,14.5,4.5,14.5,"PG-13",0,0,0,0,0,0,0
"Designated Mourner, The",1997,94,-1,6.5,102,4.5,4.5,4.5,4.5,14.5,14.5,4.5,14.5,4.5,24.5,"R",0,0,0,1,0,0,0
"Desires of Innocence",1997,88,-1,1.7,23,45.5,14.5,14.5,4.5,4.5,0,0,0,0,0,"R",0,0,0,0,0,0,0
"Desperado",1995,106,7e+06,6.8,17929,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",1,0,0,0,0,0,0
"Desperate But Not Serious",1999,94,-1,3.9,137,14.5,14.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,24.5,"R",0,0,1,0,0,0,0
"Desperate Measures",1998,100,-1,5.6,2956,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Destination Vegas",1995,78,-1,2.5,45,44.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Destino",2003,7,1500000,7.8,156,0,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,34.5,"PG",0,1,0,0,0,0,1
"Destiny Turns on the Radio",1995,102,-1,4.1,658,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Detention",2003,98,1e+07,4.1,223,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Detonator",2003,92,-1,4,52,24.5,4.5,4.5,24.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Detour",1999,93,-1,4.3,94,4.5,4.5,4.5,24.5,14.5,4.5,14.5,4.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Detroit Rock City",1999,95,1.5e+07,6,4607,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Deuce Bigalow: Male Gigolo",1999,88,1.8e+07,5.6,9897,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Deuce Coupe",1992,106,-1,4.3,26,14.5,4.5,0,14.5,0,14.5,0,14.5,14.5,34.5,"PG-13",0,0,1,0,0,0,0
"Deuces Wild",2002,100,1e+07,5.3,1511,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Deviants, The",2004,80,-1,5.2,93,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Devil in a Blue Dress",1995,102,-1,6.5,2483,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Devil's Advocate, The",1997,144,5.7e+07,7,26904,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Devil's Harvest",2003,92,-1,3.7,23,24.5,0,4.5,0,4.5,0,0,4.5,14.5,44.5,"R",0,0,0,1,0,0,0
"Devil's Own, The",1997,111,8e+07,5.7,8485,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Devil's Pond",2003,92,5e+06,5.6,370,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Devil's Prey",2001,88,-1,3.2,237,14.5,14.5,14.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Devious Beings",2002,97,-1,3.5,83,4.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,24.5,"R",1,0,0,0,0,0,0
"Devotion",1995,123,-1,5.1,9,0,0,0,14.5,14.5,0,24.5,14.5,24.5,24.5,"R",0,0,0,1,0,0,0
"DiG!",2004,107,-1,8,350,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,0,0,1,0,0
"Diabolique",1996,107,-1,5,3103,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Diagnosis: Murder",1975,95,-1,6.1,34,4.5,4.5,0,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,0,0,0,0
"Diamond Men",2000,100,-1,6.8,511,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Diamond Run",1996,110,-1,2.6,18,14.5,24.5,34.5,4.5,4.5,0,0,14.5,0,14.5,"R",1,0,0,0,0,0,0
"Diamonds",1999,91,-1,5.4,407,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Diarios de motocicleta",2004,128,-1,8,8479,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,0,1,0,0,0
"Diary of a City Priest",2001,77,-1,6.1,36,0,4.5,0,4.5,4.5,14.5,4.5,14.5,14.5,24.5,"PG-13",0,0,0,1,0,0,0
"Diary of a Mad Black Woman",2005,116,5500000,3.9,837,24.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,34.5,"PG-13",0,0,1,1,0,0,0
"Dick",1999,94,1.3e+07,6.3,5004,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Dickie Roberts: Former Child Star",2003,98,1.7e+07,5.5,2076,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Die Another Day",2002,133,1.42e+08,6.4,22136,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Die Hard: With a Vengeance",1995,131,9e+07,7,25258,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",1,0,0,0,0,0,0
"Die xue shuang xiong",1989,104,-1,8,9323,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"R",1,0,0,1,0,0,0
"Die, Mommie, Die",2003,90,-1,6.2,538,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Different Loyalty, A",2004,96,1.3e+07,5,135,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,1,0,1,0
"Different Strokes",1998,75,-1,3.1,116,24.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,0,1,0,1,0
"Different for Girls",1996,92,-1,6.8,534,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,0,1,0,0,0,0
"Digging to China",1998,98,-1,6.4,528,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"PG",0,0,0,1,0,0,0
"Digimon: The Movie",2000,82,5e+06,3.4,455,24.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,"PG",1,1,0,0,0,0,0
"Digital Man",1995,95,-1,4.6,83,14.5,14.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Dill Scallion",1999,91,5e+05,5.1,136,4.5,4.5,4.5,4.5,4.5,4.5,24.5,14.5,14.5,24.5,"PG-13",0,0,1,0,0,0,0
"Dillinger and Capone",1995,95,-1,4.4,83,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,14.5,"R",1,0,0,1,0,0,0
"Dinner Rush",2000,99,-1,7.3,1231,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Dinner at Fred's",1999,93,-1,5.1,70,4.5,4.5,4.5,14.5,14.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,0,0
"Dinosaur",2000,82,127500000,6.3,5839,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG",0,1,0,0,0,0,0
"Diplomatic Siege",1999,96,4.5e+07,3.5,340,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Direct Action",2004,97,-1,5.3,66,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"R",1,0,0,0,0,0,0
"Dirt",2001,102,-1,5.5,95,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,34.5,"R",0,0,1,0,0,0,0
"Dirty Dancing: Havana Nights",2004,86,-1,5.4,1667,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,24.5,"PG-13",0,0,0,1,0,1,0
"Dirty Deeds",2002,97,-1,6.2,761,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Dirty Dingus Magee",1970,91,-1,5.2,145,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,0,4.5,"PG-13",0,0,1,0,0,0,0
"Dirty Pretty Things",2002,97,1e+07,7.6,6274,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Dirty Shame, A",2004,89,-1,6.1,472,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Dirty Work",1998,82,1.3e+07,5.9,4252,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,0,0
"Disappearance of Garcia Lorca, The",1997,114,-1,5.9,292,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Disappearance of Kevin Johnson, The",1997,105,-1,5.8,108,4.5,4.5,4.5,4.5,4.5,14.5,24.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Disaster",2001,90,-1,2.6,45,44.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Dish, The",2000,97,-1,7.3,4629,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"PG-13",0,0,1,0,0,0,0
"Distraction, The",1999,86,-1,5.9,19,14.5,4.5,0,0,4.5,14.5,24.5,14.5,24.5,4.5,"R",0,0,0,1,0,0,0
"Disturbing Behavior",1998,84,1.5e+07,5.1,4620,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Divine Secrets of the Ya-Ya Sisterhood",2002,116,2.7e+07,5.5,4288,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0
"Divorce, Le",2003,117,-1,4.9,2314,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0
"Do Me a Favor",1997,103,-1,5.1,101,4.5,4.5,14.5,4.5,14.5,24.5,14.5,4.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Do Not Disturb",1999,94,-1,4.7,678,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,1,0,0,0,0
"Do You Wanna Know a Secret?",2001,90,-1,2.8,205,34.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Dobermann",1997,103,-1,6.5,2791,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"R",1,0,0,0,0,0,0
"Doctor Dolittle",1998,85,71500000,5.4,8287,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Doctor Sleep",2002,108,1e+07,6.2,609,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Doctor Zhivago",1965,200,1.1e+07,7.9,10283,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"PG-13",0,0,0,1,0,1,0
"Dodgeball: A True Underdog Story",2004,92,2e+07,6.6,14584,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,0,0
"Dog Gone Love",2004,89,-1,5.8,27,4.5,0,4.5,14.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,0,0,1,0
"Dog Park",1998,91,-1,5.4,802,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,0,0,1,0
"Dog Soldiers",2002,104,-1,6.8,5782,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",1,0,0,0,0,0,0
"Dog of Flanders, A",1999,100,7e+06,6,179,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,14.5,"PG",0,0,0,1,0,0,0
"Dogma",1999,130,1e+07,7.3,43391,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,1,0,0,0,0
"Dogs: The Rise and Fall of an All-Girl Bookie Joint",1996,80,-1,3.8,28,4.5,24.5,0,4.5,4.5,14.5,14.5,14.5,14.5,4.5,"R",0,0,1,0,0,0,0
