,X,Month,CrimeType ,CrimeDetails,CrimeCount,Borough
1368,1368,201105,Violence Against The Person,Assault With Injury,226,Southwark
1369,1369,201105,Theft & Handling,Theft/Taking Of Motor Vehicle,104,Southwark
1370,1370,201105,Violence Against The Person,Offensive Weapon,25,Southwark
1371,1371,201105,Theft & Handling,Theft From Motor Vehicle,212,Southwark
1372,1372,201105,Theft & Handling,Motor Vehicle Interference & Tampering,9,Southwark
1373,1373,201105,Drugs,Other Drugs,1,Southwark
1374,1374,201105,Robbery,Business Property,10,Southwark
1375,1375,201105,Drugs,Drug Trafficking,14,Southwark
1376,1376,201105,Criminal Damage,Criminal Damage To Dwelling,101,Southwark
1377,1377,201105,Theft & Handling,Handling Stolen Goods,5,Southwark
1378,1378,201105,Criminal Damage,Criminal Damage To Motor Vehicle,121,Southwark
1379,1379,201105,Burglary,Burglary In Other Buildings,98,Southwark
1380,1380,201105,Violence Against The Person,Other Violence,25,Southwark
1381,1381,201105,Theft & Handling,Theft/Taking Of Pedal Cycle,151,Southwark
1382,1382,201105,Theft & Handling,Other Theft,448,Southwark
1383,1383,201105,Robbery,Personal Property,198,Southwark
1384,1384,201105,Violence Against The Person,Harassment,132,Southwark
1385,1385,201105,Theft & Handling,Theft From Shops,110,Southwark
1386,1386,201105,Other Notifiable Offences,Going Equipped,2,Southwark
1387,1387,201105,Fraud & Forgery,Counted Per Victim,54,Southwark
1388,1388,201105,Drugs,Other Drugs,3,Islington
1389,1389,201105,Theft & Handling,Theft From Shops,123,Islington
1390,1390,201105,Fraud & Forgery,Counted Per Victim,28,Islington
1391,1391,201105,Violence Against The Person,Offensive Weapon,10,Islington
1392,1392,201105,Theft & Handling,Theft/Taking Of Pedal Cycle,185,Islington
1393,1393,201105,Robbery,Personal Property,102,Islington
1394,1394,201105,Sexual Offences,Rape,12,Islington
1395,1395,201105,Theft & Handling,Other Theft,458,Islington
1396,1396,201105,Violence Against The Person,Common Assault,137,Islington
1397,1397,201105,Theft & Handling,Theft From Motor Vehicle,167,Islington
1398,1398,201105,Sexual Offences,Other Sexual,14,Islington
1399,1399,201105,Drugs,Possession Of Drugs,123,Islington
1400,1400,201105,Criminal Damage,Criminal Damage To Other Building,27,Islington
1401,1401,201105,Robbery,Business Property,7,Islington
1402,1402,201105,Violence Against The Person,Wounding/GBH,23,Islington
1403,1403,201105,Theft & Handling,Handling Stolen Goods,8,Islington
1404,1404,201105,Theft & Handling,Motor Vehicle Interference & Tampering,16,Islington
1405,1405,201105,Burglary,Burglary In Other Buildings,123,Islington
1406,1406,201105,Violence Against The Person,Assault With Injury,150,Islington
1407,1407,201105,Other Notifiable Offences,Other Notifiable,33,Islington
1408,1408,201105,Theft & Handling,Theft Person,235,Islington
1409,1409,201105,Criminal Damage,Criminal Damage To Dwelling,38,Islington
1410,1410,201105,Burglary,Burglary In A Dwelling,155,Islington
1411,1411,201105,Criminal Damage,Criminal Damage To Motor Vehicle,66,Islington
1412,1412,201105,Other Notifiable Offences,Going Equipped,3,Islington
1413,1413,201105,Drugs,Drug Trafficking,12,Islington
1414,1414,201105,Fraud & Forgery,Other Fraud & Forgery,26,Islington
1415,1415,201105,Violence Against The Person,Harassment,123,Islington
1416,1416,201105,Criminal Damage,Other Criminal Damage,43,Islington
1417,1417,201105,Violence Against The Person,Other Violence,15,Islington
1418,1418,201105,Theft & Handling,Theft/Taking Of Motor Vehicle,73,Islington
1419,1419,201105,Drugs,Drug Trafficking,13,Lewisham
1420,1420,201105,Sexual Offences,Rape,14,Lewisham
1421,1421,201105,Violence Against The Person,Harassment,182,Lewisham
1422,1422,201105,Other Notifiable Offences,Other Notifiable,34,Lewisham
1423,1423,201105,Robbery,Personal Property,150,Lewisham
1424,1424,201105,Burglary,Burglary In Other Buildings,73,Lewisham
1425,1425,201105,Fraud & Forgery,Counted Per Victim,76,Lewisham
1426,1426,201105,Criminal Damage,Criminal Damage To Other Building,25,Lewisham
1427,1427,201105,Theft & Handling,Theft/Taking Of Pedal Cycle,44,Lewisham
1428,1428,201105,Violence Against The Person,Other Violence,22,Lewisham
1429,1429,201105,Theft & Handling,Theft From Motor Vehicle,189,Lewisham
1430,1430,201105,Theft & Handling,Other Theft,276,Lewisham
1431,1431,201105,Drugs,Possession Of Drugs,136,Lewisham
1432,1432,201105,Burglary,Burglary In A Dwelling,179,Lewisham
1433,1433,201105,Theft & Handling,Theft From Shops,101,Lewisham
1434,1434,201105,Other Notifiable Offences,Going Equipped,2,Lewisham
1435,1435,201105,Theft & Handling,Motor Vehicle Interference & Tampering,16,Lewisham
1436,1436,201105,Theft & Handling,Handling Stolen Goods,1,Lewisham
1437,1437,201105,Criminal Damage,Criminal Damage To Dwelling,70,Lewisham
1438,1438,201105,Violence Against The Person,Offensive Weapon,21,Lewisham
1439,1439,201105,Theft & Handling,Theft Person,70,Lewisham
1440,1440,201105,Criminal Damage,Other Criminal Damage,77,Lewisham
1441,1441,201105,Violence Against The Person,Common Assault,155,Lewisham
1442,1442,201105,Violence Against The Person,Assault With Injury,204,Lewisham
1443,1443,201105,Fraud & Forgery,Other Fraud & Forgery,26,Lewisham
1444,1444,201105,Criminal Damage,Criminal Damage To Motor Vehicle,129,Lewisham
1445,1445,201105,Sexual Offences,Other Sexual,26,Lewisham
1446,1446,201105,Theft & Handling,Theft/Taking Of Motor Vehicle,81,Lewisham
1447,1447,201105,Violence Against The Person,Murder,1,Lewisham
1448,1448,201105,Violence Against The Person,Wounding/GBH,31,Lewisham
1449,1449,201105,Robbery,Business Property,6,Lewisham
1450,1450,201105,Robbery,Personal Property,57,Bromley
1451,1451,201105,Theft & Handling,Theft From Shops,142,Bromley
1452,1452,201105,Theft & Handling,Theft From Motor Vehicle,160,Bromley
1453,1453,201105,Sexual Offences,Rape,10,Bromley
1454,1454,201105,Violence Against The Person,Assault With Injury,136,Bromley
1455,1455,201105,Fraud & Forgery,Counted Per Victim,116,Bromley
1456,1456,201105,Theft & Handling,Handling Stolen Goods,5,Bromley
1457,1457,201105,Violence Against The Person,Offensive Weapon,8,Bromley
1458,1458,201105,Violence Against The Person,Wounding/GBH,21,Bromley
1459,1459,201105,Violence Against The Person,Other Violence,10,Bromley
1460,1460,201105,Drugs,Possession Of Drugs,65,Bromley
1461,1461,201105,Drugs,Drug Trafficking,23,Bromley
1462,1462,201105,Violence Against The Person,Common Assault,79,Bromley
1463,1463,201105,Burglary,Burglary In A Dwelling,166,Bromley
1464,1464,201105,Violence Against The Person,Harassment,137,Bromley
1465,1465,201105,Fraud & Forgery,Other Fraud & Forgery,19,Bromley
1466,1466,201105,Criminal Damage,Other Criminal Damage,61,Bromley
1467,1467,201105,Theft & Handling,Theft/Taking Of Motor Vehicle,59,Bromley
1468,1468,201105,Theft & Handling,Theft Person,34,Bromley
1469,1469,201105,Other Notifiable Offences,Other Notifiable,12,Bromley
1470,1470,201105,Burglary,Burglary In Other Buildings,92,Bromley
1471,1471,201105,Other Notifiable Offences,Going Equipped,2,Bromley
1472,1472,201105,Criminal Damage,Criminal Damage To Motor Vehicle,117,Bromley
1473,1473,201105,Criminal Damage,Criminal Damage To Dwelling,46,Bromley
1474,1474,201105,Theft & Handling,Theft/Taking Of Pedal Cycle,34,Bromley
1475,1475,201105,Theft & Handling,Motor Vehicle Interference & Tampering,11,Bromley
1476,1476,201105,Criminal Damage,Criminal Damage To Other Building,23,Bromley
1477,1477,201105,Robbery,Business Property,6,Bromley
1478,1478,201105,Sexual Offences,Other Sexual,21,Bromley
1479,1479,201105,Theft & Handling,Other Theft,238,Bromley
1480,1480,201105,Theft & Handling,Theft Person,22,Harrow
1481,1481,201105,Drugs,Other Drugs,1,Harrow
1482,1482,201105,Theft & Handling,Theft From Shops,41,Harrow
1483,1483,201105,Theft & Handling,Handling Stolen Goods,3,Harrow
1484,1484,201105,Robbery,Personal Property,75,Harrow
1485,1485,201105,Fraud & Forgery,Counted Per Victim,47,Harrow
1486,1486,201105,Theft & Handling,Theft From Motor Vehicle,116,Harrow
1487,1487,201105,Violence Against The Person,Offensive Weapon,2,Harrow
1488,1488,201105,Sexual Offences,Rape,4,Harrow
1489,1489,201105,Violence Against The Person,Assault With Injury,99,Harrow
1490,1490,201105,Other Notifiable Offences,Other Notifiable,21,Harrow
1491,1491,201105,Burglary,Burglary In A Dwelling,214,Harrow
1492,1492,201105,Violence Against The Person,Common Assault,54,Harrow
1493,1493,201105,Drugs,Drug Trafficking,7,Harrow
1494,1494,201105,Violence Against The Person,Other Violence,14,Harrow
1495,1495,201105,Drugs,Possession Of Drugs,59,Harrow
1496,1496,201105,Violence Against The Person,Harassment,80,Harrow
1497,1497,201105,Fraud & Forgery,Other Fraud & Forgery,27,Harrow
1498,1498,201105,Criminal Damage,Criminal Damage To Dwelling,34,Harrow
1499,1499,201105,Criminal Damage,Other Criminal Damage,30,Harrow
1500,1500,201105,Theft & Handling,Theft/Taking Of Motor Vehicle,37,Harrow
1501,1501,201105,Theft & Handling,Motor Vehicle Interference & Tampering,7,Harrow
1502,1502,201105,Burglary,Burglary In Other Buildings,54,Harrow
1503,1503,201105,Theft & Handling,Theft/Taking Of Pedal Cycle,19,Harrow
1504,1504,201105,Theft & Handling,Other Theft,141,Harrow
1505,1505,201105,Criminal Damage,Criminal Damage To Other Building,9,Harrow
1506,1506,201105,Robbery,Business Property,2,Harrow
1507,1507,201105,Violence Against The Person,Wounding/GBH,22,Harrow
1508,1508,201105,Sexual Offences,Other Sexual,16,Harrow
1509,1509,201105,Criminal Damage,Criminal Damage To Motor Vehicle,73,Harrow
1510,1510,201105,Theft & Handling,Theft/Taking Of Motor Vehicle,70,Brent
1511,1511,201105,Fraud & Forgery,Other Fraud & Forgery,42,Brent
1512,1512,201105,Violence Against The Person,Common Assault,144,Brent
1513,1513,201105,Violence Against The Person,Assault With Injury,154,Brent
1514,1514,201105,Criminal Damage,Other Criminal Damage,48,Brent
1515,1515,201105,Violence Against The Person,Offensive Weapon,18,Brent
1516,1516,201105,Robbery,Business Property,10,Brent
1517,1517,201105,Sexual Offences,Other Sexual,24,Brent
1518,1518,201105,Theft & Handling,Handling Stolen Goods,5,Brent
1519,1519,201105,Theft & Handling,Motor Vehicle Interference & Tampering,13,Brent
1520,1520,201105,Criminal Damage,Criminal Damage To Motor Vehicle,75,Brent
1521,1521,201105,Fraud & Forgery,Counted Per Victim,63,Brent
1522,1522,201105,Violence Against The Person,Other Violence,25,Brent
1523,1523,201105,Criminal Damage,Criminal Damage To Other Building,19,Brent
1524,1524,201105,Theft & Handling,Theft/Taking Of Pedal Cycle,55,Brent
1525,1525,201105,Violence Against The Person,Wounding/GBH,27,Brent
1526,1526,201105,Other Notifiable Offences,Other Notifiable,39,Brent
1527,1527,201105,Theft & Handling,Theft Person,73,Brent
1528,1528,201105,Robbery,Personal Property,220,Brent
1529,1529,201105,Theft & Handling,Theft From Shops,76,Brent
1530,1530,201105,Drugs,Other Drugs,4,Brent
1531,1531,201105,Theft & Handling,Other Theft,248,Brent
1532,1532,201105,Other Notifiable Offences,Going Equipped,4,Brent
1533,1533,201105,Criminal Damage,Criminal Damage To Dwelling,64,Brent
1534,1534,201105,Burglary,Burglary In A Dwelling,228,Brent
1535,1535,201105,Drugs,Drug Trafficking,97,Brent
1536,1536,201105,Drugs,Possession Of Drugs,431,Brent
1537,1537,201105,Violence Against The Person,Harassment,232,Brent
1538,1538,201105,Theft & Handling,Theft From Motor Vehicle,222,Brent
1539,1539,201105,Burglary,Burglary In Other Buildings,93,Brent
1540,1540,201105,Sexual Offences,Rape,11,Brent
1541,1541,201105,Criminal Damage,Criminal Damage To Other Building,39,Greenwich
1542,1542,201105,Violence Against The Person,Wounding/GBH,15,Greenwich
1543,1543,201105,Theft & Handling,Other Theft,266,Greenwich
1544,1544,201105,Other Notifiable Offences,Going Equipped,1,Greenwich
1545,1545,201105,Sexual Offences,Other Sexual,31,Greenwich
1546,1546,201105,Violence Against The Person,Other Violence,28,Greenwich
1547,1547,201105,Drugs,Drug Trafficking,23,Greenwich
1548,1548,201105,Criminal Damage,Other Criminal Damage,51,Greenwich
1549,1549,201105,Criminal Damage,Criminal Damage To Motor Vehicle,87,Greenwich
1550,1550,201105,Fraud & Forgery,Other Fraud & Forgery,26,Greenwich
1551,1551,201105,Criminal Damage,Criminal Damage To Dwelling,98,Greenwich
1552,1552,201105,Theft & Handling,Handling Stolen Goods,6,Greenwich
1553,1553,201105,Violence Against The Person,Assault With Injury,182,Greenwich
1554,1554,201105,Sexual Offences,Rape,11,Greenwich
1555,1555,201105,Theft & Handling,Theft/Taking Of Motor Vehicle,70,Greenwich
1556,1556,201105,Burglary,Burglary In Other Buildings,96,Greenwich
1557,1557,201105,Theft & Handling,Motor Vehicle Interference & Tampering,13,Greenwich
1558,1558,201105,Violence Against The Person,Common Assault,123,Greenwich
1559,1559,201105,Violence Against The Person,Offensive Weapon,8,Greenwich
1560,1560,201105,Violence Against The Person,Harassment,75,Greenwich
1561,1561,201105,Robbery,Business Property,3,Greenwich
1562,1562,201105,Burglary,Burglary In A Dwelling,131,Greenwich
1563,1563,201105,Theft & Handling,Theft From Shops,89,Greenwich
1564,1564,201105,Drugs,Possession Of Drugs,89,Greenwich
1565,1565,201105,Theft & Handling,Theft Person,46,Greenwich
1566,1566,201105,Theft & Handling,Theft From Motor Vehicle,185,Greenwich
1567,1567,201105,Theft & Handling,Theft/Taking Of Pedal Cycle,45,Greenwich
1568,1568,201105,Fraud & Forgery,Counted Per Victim,74,Greenwich
1569,1569,201105,Robbery,Personal Property,95,Greenwich
1570,1570,201105,Other Notifiable Offences,Other Notifiable,40,Greenwich
1571,1571,201105,Violence Against The Person,Common Assault,73,Bexley
1572,1572,201105,Theft & Handling,Theft/Taking Of Pedal Cycle,14,Bexley
1573,1573,201105,Sexual Offences,Rape,1,Bexley
1574,1574,201105,Drugs,Other Drugs,2,Bexley
1575,1575,201105,Other Notifiable Offences,Other Notifiable,17,Bexley
1576,1576,201105,Fraud & Forgery,Counted Per Victim,65,Bexley
1577,1577,201105,Theft & Handling,Theft From Motor Vehicle,96,Bexley
1578,1578,201105,Theft & Handling,Theft From Shops,64,Bexley
1579,1579,201105,Drugs,Drug Trafficking,7,Bexley
1580,1580,201105,Burglary,Burglary In A Dwelling,82,Bexley
1581,1581,201105,Theft & Handling,Other Theft,144,Bexley
1582,1582,201105,Drugs,Possession Of Drugs,56,Bexley
1583,1583,201105,Violence Against The Person,Offensive Weapon,4,Bexley
1584,1584,201105,Violence Against The Person,Harassment,75,Bexley
1585,1585,201105,Violence Against The Person,Wounding/GBH,7,Bexley
1586,1586,201105,Theft & Handling,Theft Person,13,Bexley
1587,1587,201105,Burglary,Burglary In Other Buildings,60,Bexley
1588,1588,201105,Theft & Handling,Handling Stolen Goods,1,Bexley
1589,1589,201105,Theft & Handling,Motor Vehicle Interference & Tampering,10,Bexley
1590,1590,201105,Robbery,Personal Property,27,Bexley
1591,1591,201105,Other Notifiable Offences,Going Equipped,1,Bexley
1592,1592,201105,Fraud & Forgery,Other Fraud & Forgery,16,Bexley
1593,1593,201105,Theft & Handling,Theft/Taking Of Motor Vehicle,66,Bexley
1594,1594,201105,Criminal Damage,Criminal Damage To Dwelling,46,Bexley
1595,1595,201105,Criminal Damage,Other Criminal Damage,49,Bexley
1596,1596,201105,Violence Against The Person,Assault With Injury,113,Bexley
1597,1597,201105,Criminal Damage,Criminal Damage To Motor Vehicle,77,Bexley
1598,1598,201105,Robbery,Business Property,2,Bexley
1599,1599,201105,Violence Against The Person,Other Violence,13,Bexley
1600,1600,201105,Sexual Offences,Other Sexual,18,Bexley
1601,1601,201105,Criminal Damage,Criminal Damage To Other Building,23,Bexley
1602,1602,201105,Violence Against The Person,Harassment,6,NULL
1603,1603,201105,Sexual Offences,Other Sexual,2,NULL
1604,1604,201105,Violence Against The Person,Offensive Weapon,8,NULL
1605,1605,201105,Violence Against The Person,Wounding/GBH,1,NULL
1606,1606,201105,Theft & Handling,Handling Stolen Goods,3,NULL
1607,1607,201105,Drugs,Possession Of Drugs,4,NULL
1608,1608,201105,Other Notifiable Offences,Other Notifiable,33,NULL
1609,1609,201105,Theft & Handling,Theft/Taking Of Motor Vehicle,5,NULL
1610,1610,201105,Violence Against The Person,Other Violence,3,NULL
1611,1611,201105,Theft & Handling,Theft/Taking Of Pedal Cycle,4,NULL
1612,1612,201105,Theft & Handling,Theft From Motor Vehicle,10,NULL
1613,1613,201105,Violence Against The Person,Common Assault,4,NULL
1614,1614,201105,Criminal Damage,Criminal Damage To Motor Vehicle,1,NULL
1615,1615,201105,Violence Against The Person,Assault With Injury,2,NULL
1616,1616,201105,Drugs,Drug Trafficking,1,NULL
1617,1617,201105,Fraud & Forgery,Counted Per Victim,5,NULL
1618,1618,201105,Theft & Handling,Theft From Shops,32,NULL
1619,1619,201105,Theft & Handling,Theft Person,2,NULL
1620,1620,201105,Theft & Handling,Other Theft,155,NULL
1621,1621,201105,Fraud & Forgery,Other Fraud & Forgery,19,NULL
1622,1622,201105,Theft & Handling,Theft From Motor Vehicle,301,Barnet
1623,1623,201105,Fraud & Forgery,Other Fraud & Forgery,35,Barnet
1624,1624,201105,Violence Against The Person,Harassment,106,Barnet
1625,1625,201105,Theft & Handling,Theft/Taking Of Pedal Cycle,27,Barnet
1626,1626,201105,Violence Against The Person,Common Assault,119,Barnet
1627,1627,201105,Violence Against The Person,Assault With Injury,142,Barnet
1628,1628,201105,Criminal Damage,Other Criminal Damage,60,Barnet
1629,1629,201105,Other Notifiable Offences,Other Notifiable,23,Barnet
1630,1630,201105,Theft & Handling,Theft From Shops,113,Barnet
